file_name,motivation
6901491/SD6901491_001.nc,No_doxy_in_available_params
6901491/SD6901491_002.nc,No_doxy_in_available_params
6901491/SD6901491_003.nc,No_doxy_in_available_params
6901491/SD6901491_004.nc,No_doxy_in_available_params
6901491/SD6901491_005.nc,No_doxy_in_available_params
6901491/SD6901491_006.nc,No_doxy_in_available_params
6901491/SD6901491_007.nc,No_doxy_in_available_params
6901491/SD6901491_008.nc,No_doxy_in_available_params
6901491/SD6901491_009.nc,No_doxy_in_available_params
6901491/SD6901491_010.nc,No_doxy_in_available_params
6901491/SD6901491_011.nc,No_doxy_in_available_params
6901491/SD6901491_012.nc,No_doxy_in_available_params
6901491/SD6901491_013.nc,No_doxy_in_available_params
6901491/SD6901491_014.nc,No_doxy_in_available_params
6901491/SD6901491_015.nc,No_doxy_in_available_params
6901491/SD6901491_016.nc,No_doxy_in_available_params
6901491/SD6901491_017.nc,No_doxy_in_available_params
6901491/SD6901491_018.nc,No_doxy_in_available_params
6901491/SD6901491_019.nc,No_doxy_in_available_params
6901491/SD6901491_020.nc,No_doxy_in_available_params
6901491/SD6901491_021.nc,No_doxy_in_available_params
6901491/SD6901491_022.nc,No_doxy_in_available_params
6901491/SD6901491_023.nc,No_doxy_in_available_params
6901491/SD6901491_024.nc,No_doxy_in_available_params
6901491/SD6901491_025.nc,No_doxy_in_available_params
6901491/SD6901491_026.nc,No_doxy_in_available_params
6901491/SD6901491_027.nc,No_doxy_in_available_params
6901491/SD6901491_028.nc,No_doxy_in_available_params
6901491/SD6901491_029.nc,No_doxy_in_available_params
6901491/SD6901491_030.nc,No_doxy_in_available_params
6901491/SD6901491_031.nc,No_doxy_in_available_params
6901491/SD6901491_032.nc,No_doxy_in_available_params
6901491/SD6901491_033.nc,No_doxy_in_available_params
6901491/SD6901491_034.nc,No_doxy_in_available_params
6901491/SD6901491_035.nc,No_doxy_in_available_params
6901491/SD6901491_036.nc,No_doxy_in_available_params
6901491/SD6901491_037.nc,No_doxy_in_available_params
6901491/SD6901491_038.nc,No_doxy_in_available_params
6901491/SD6901491_039.nc,No_doxy_in_available_params
6901491/SD6901491_040.nc,No_doxy_in_available_params
6901491/SD6901491_041.nc,No_doxy_in_available_params
6901491/SD6901491_042.nc,No_doxy_in_available_params
6901491/SD6901491_043.nc,No_doxy_in_available_params
6901491/SD6901491_044.nc,No_doxy_in_available_params
6901491/SD6901491_045.nc,No_doxy_in_available_params
6901491/SD6901491_046.nc,No_doxy_in_available_params
6901491/SD6901491_047.nc,No_doxy_in_available_params
6901491/SD6901491_048.nc,No_doxy_in_available_params
6901491/SD6901491_049.nc,No_doxy_in_available_params
6901491/SD6901491_051.nc,No_doxy_in_available_params
6901491/SD6901491_052.nc,No_doxy_in_available_params
6901491/SD6901491_053.nc,No_doxy_in_available_params
6901491/SD6901491_054.nc,No_doxy_in_available_params
6901491/SD6901491_055.nc,No_doxy_in_available_params
6901491/SD6901491_056.nc,No_doxy_in_available_params
6901491/SD6901491_057.nc,No_doxy_in_available_params
6901491/SD6901491_058.nc,No_doxy_in_available_params
6901491/SD6901491_059.nc,No_doxy_in_available_params
6901491/SD6901491_060.nc,No_doxy_in_available_params
6901491/SD6901491_061.nc,No_doxy_in_available_params
6901491/SD6901491_062.nc,No_doxy_in_available_params
6901491/SD6901491_063.nc,No_doxy_in_available_params
6901491/SD6901491_064.nc,No_doxy_in_available_params
6901491/SD6901491_065.nc,No_doxy_in_available_params
6901491/SD6901491_066.nc,No_doxy_in_available_params
6901491/SD6901491_067.nc,No_doxy_in_available_params
6901491/SD6901491_068.nc,No_doxy_in_available_params
6901491/SD6901491_069.nc,No_doxy_in_available_params
6901491/SD6901491_070.nc,No_doxy_in_available_params
6901491/SD6901491_071.nc,No_doxy_in_available_params
6901491/SD6901491_072.nc,No_doxy_in_available_params
6901491/SD6901491_073.nc,No_doxy_in_available_params
6901491/SD6901491_074.nc,No_doxy_in_available_params
6901491/SD6901491_075.nc,No_doxy_in_available_params
6901491/SD6901491_076.nc,No_doxy_in_available_params
6901491/SD6901491_077.nc,No_doxy_in_available_params
6901491/SD6901491_078.nc,No_doxy_in_available_params
6901491/SD6901491_079.nc,No_doxy_in_available_params
6901491/SD6901491_080.nc,No_doxy_in_available_params
6901491/SD6901491_081.nc,No_doxy_in_available_params
6901491/SD6901491_082.nc,No_doxy_in_available_params
6901491/SD6901491_083.nc,No_doxy_in_available_params
6901491/SD6901491_084.nc,No_doxy_in_available_params
