file_name,motivation
6902028/SR6902028_003.nc,var_is_empty
6902028/SR6902028_003.nc,pres_none
6902028/SR6902028_007.nc,var_is_empty
6902028/SR6902028_007.nc,pres_none
6902028/SR6902028_010.nc,var_is_empty
6902028/SR6902028_010.nc,pres_none
6902028/SR6902028_011.nc,var_is_empty
6902028/SR6902028_011.nc,pres_none
6902028/SR6902028_012.nc,var_is_empty
6902028/SR6902028_012.nc,pres_none
6902028/SR6902028_013.nc,var_is_empty
6902028/SR6902028_013.nc,pres_none
7900825/SR7900825_057.nc,len_pres_temp_less_5
5905167/SD5905167_435.nc,len_pres_temp_less_5
5903717/SD5903717_138.nc,len_pres_temp_less_5
5903717/SD5903717_140.nc,len_pres_temp_less_5
5903717/SD5903717_141.nc,len_pres_temp_less_5
5903717/SD5903717_142.nc,len_pres_temp_less_5
5903717/SD5903717_143.nc,len_pres_temp_less_5
6902021/SR6902021_003.nc,var_is_empty
6902021/SR6902021_003.nc,pres_none
6902021/SR6902021_004.nc,var_is_empty
6902021/SR6902021_004.nc,pres_none
6902021/SR6902021_005.nc,var_is_empty
6902021/SR6902021_005.nc,pres_none
6902021/SR6902021_006.nc,var_is_empty
6902021/SR6902021_006.nc,pres_none
6902021/SR6902021_007.nc,var_is_empty
6902021/SR6902021_007.nc,pres_none
6902021/SR6902021_008.nc,var_is_empty
6902021/SR6902021_008.nc,pres_none
6902021/SR6902021_010.nc,var_is_empty
6902021/SR6902021_010.nc,pres_none
6902021/SR6902021_011.nc,var_is_empty
6902021/SR6902021_011.nc,pres_none
6902021/SR6902021_012.nc,var_is_empty
6902021/SR6902021_012.nc,pres_none
6902021/SR6902021_013.nc,var_is_empty
6902021/SR6902021_013.nc,pres_none
6902021/SR6902021_014.nc,var_is_empty
6902021/SR6902021_014.nc,pres_none
6902021/SR6902021_016.nc,var_is_empty
6902021/SR6902021_016.nc,pres_none
6902021/SR6902021_017.nc,var_is_empty
6902021/SR6902021_017.nc,pres_none
6902021/SR6902021_018.nc,var_is_empty
6902021/SR6902021_018.nc,pres_none
6902021/SR6902021_019.nc,var_is_empty
6902021/SR6902021_019.nc,pres_none
6902021/SR6902021_020.nc,var_is_empty
6902021/SR6902021_020.nc,pres_none
6902021/SR6902021_021.nc,var_is_empty
6902021/SR6902021_021.nc,pres_none
6902021/SR6902021_022.nc,var_is_empty
6902021/SR6902021_022.nc,pres_none
6902021/SR6902021_023.nc,var_is_empty
6902021/SR6902021_023.nc,pres_none
6902021/SR6902021_024.nc,var_is_empty
6902021/SR6902021_024.nc,pres_none
6902021/SR6902021_025.nc,var_is_empty
6902021/SR6902021_025.nc,pres_none
6902021/SR6902021_026.nc,var_is_empty
6902021/SR6902021_026.nc,pres_none
6902021/SR6902021_027.nc,var_is_empty
6902021/SR6902021_027.nc,pres_none
6902021/SR6902021_028.nc,var_is_empty
6902021/SR6902021_028.nc,pres_none
6902021/SR6902021_030.nc,var_is_empty
6902021/SR6902021_030.nc,pres_none
6902021/SR6902021_031.nc,var_is_empty
6902021/SR6902021_031.nc,pres_none
6902021/SR6902021_032.nc,var_is_empty
6902021/SR6902021_032.nc,pres_none
6902021/SR6902021_033.nc,var_is_empty
6902021/SR6902021_033.nc,pres_none
6902021/SR6902021_034.nc,var_is_empty
6902021/SR6902021_034.nc,pres_none
6902021/SR6902021_035.nc,var_is_empty
6902021/SR6902021_035.nc,pres_none
6902021/SR6902021_037.nc,var_is_empty
6902021/SR6902021_037.nc,pres_none
6902021/SR6902021_038.nc,var_is_empty
6902021/SR6902021_038.nc,pres_none
6902021/SR6902021_039.nc,var_is_empty
6902021/SR6902021_039.nc,pres_none
6902021/SR6902021_040.nc,var_is_empty
6902021/SR6902021_040.nc,pres_none
6902021/SR6902021_043.nc,var_is_empty
6902021/SR6902021_043.nc,pres_none
6902021/SR6902021_044.nc,var_is_empty
6902021/SR6902021_044.nc,pres_none
6902021/SR6902021_045.nc,var_is_empty
6902021/SR6902021_045.nc,pres_none
6902021/SR6902021_047.nc,var_is_empty
6902021/SR6902021_047.nc,pres_none
