file_name,motivation
5905639/SD5905639_093.nc,len_pres_bbp700_less_5
5905505/SD5905505_001.nc,var_is_empty
5905505/SD5905505_002.nc,var_is_empty
5905505/SD5905505_003.nc,var_is_empty
5905505/SD5905505_004.nc,var_is_empty
5905505/SD5905505_005.nc,var_is_empty
5905505/SD5905505_006.nc,var_is_empty
5905505/SD5905505_007.nc,var_is_empty
5905505/SD5905505_008.nc,var_is_empty
5905505/SD5905505_009.nc,var_is_empty
5905505/SD5905505_010.nc,var_is_empty
5905505/SD5905505_011.nc,var_is_empty
5905505/SD5905505_012.nc,var_is_empty
5905505/SD5905505_013.nc,var_is_empty
5905505/SD5905505_014.nc,var_is_empty
5905505/SD5905505_015.nc,var_is_empty
5905505/SD5905505_016.nc,var_is_empty
5905505/SD5905505_017.nc,var_is_empty
5905505/SD5905505_018.nc,var_is_empty
5905505/SD5905505_019.nc,var_is_empty
5905505/SD5905505_020.nc,var_is_empty
5905505/SD5905505_021.nc,var_is_empty
5905505/SD5905505_022.nc,var_is_empty
5905505/SD5905505_023.nc,var_is_empty
5905505/SD5905505_024.nc,var_is_empty
5905505/SD5905505_025.nc,var_is_empty
5905505/SD5905505_026.nc,var_is_empty
5905505/SD5905505_027.nc,var_is_empty
5905505/SD5905505_028.nc,var_is_empty
5905505/SD5905505_029.nc,var_is_empty
5905505/SD5905505_030.nc,var_is_empty
5905505/SD5905505_031.nc,var_is_empty
5905505/SD5905505_032.nc,var_is_empty
5905505/SD5905505_033.nc,var_is_empty
5905505/SD5905505_034.nc,var_is_empty
5905505/SD5905505_035.nc,var_is_empty
5905505/SD5905505_036.nc,var_is_empty
5905505/SD5905505_037.nc,var_is_empty
5905505/SD5905505_038.nc,var_is_empty
5905505/SD5905505_039.nc,var_is_empty
5905505/SD5905505_040.nc,var_is_empty
5905505/SD5905505_041.nc,var_is_empty
5905505/SD5905505_042.nc,var_is_empty
5905505/SD5905505_043.nc,var_is_empty
5905505/SD5905505_044.nc,var_is_empty
5905505/SD5905505_045.nc,var_is_empty
5905505/SD5905505_046.nc,var_is_empty
5905505/SD5905505_047.nc,var_is_empty
5905505/SD5905505_048.nc,var_is_empty
5905505/SD5905505_049.nc,var_is_empty
5905505/SD5905505_050.nc,var_is_empty
5905505/SD5905505_051.nc,var_is_empty
5905505/SD5905505_052.nc,var_is_empty
5905505/SD5905505_053.nc,var_is_empty
5905505/SD5905505_054.nc,var_is_empty
5905505/SD5905505_055.nc,var_is_empty
5905505/SD5905505_056.nc,var_is_empty
5905505/SD5905505_057.nc,var_is_empty
5905505/SD5905505_058.nc,var_is_empty
5905505/SD5905505_059.nc,var_is_empty
5905505/SD5905505_060.nc,var_is_empty
5905505/SD5905505_061.nc,var_is_empty
5905505/SD5905505_062.nc,var_is_empty
5905505/SD5905505_063.nc,var_is_empty
5905505/SD5905505_064.nc,var_is_empty
5905505/SD5905505_065.nc,var_is_empty
5905505/SD5905505_066.nc,var_is_empty
5905505/SD5905505_067.nc,var_is_empty
5905505/SD5905505_068.nc,var_is_empty
