file_name,motivation
5905375/SD5905375_094.nc,var_is_empty
5904859/SD5904859_073.nc,var_is_empty
5904859/SD5904859_074.nc,var_is_empty
5904859/SD5904859_076.nc,var_is_empty
5904859/SD5904859_077.nc,var_is_empty
5904859/SD5904859_078.nc,var_is_empty
5904859/SD5904859_079.nc,var_is_empty
5904859/SD5904859_080.nc,var_is_empty
5904859/SD5904859_081.nc,var_is_empty
5904859/SD5904859_082.nc,var_is_empty
5904859/SD5904859_083.nc,var_is_empty
5904859/SD5904859_084.nc,var_is_empty
5904859/SD5904859_085.nc,var_is_empty
5904859/SD5904859_086.nc,var_is_empty
5904859/SD5904859_087.nc,var_is_empty
5904859/SD5904859_088.nc,var_is_empty
5904859/SD5904859_089.nc,var_is_empty
5904859/SD5904859_090.nc,var_is_empty
5904859/SD5904859_091.nc,var_is_empty
5904859/SD5904859_092.nc,var_is_empty
5904859/SD5904859_093.nc,var_is_empty
5904859/SD5904859_094.nc,var_is_empty
5904859/SD5904859_095.nc,var_is_empty
5904859/SD5904859_096.nc,var_is_empty
5904859/SD5904859_097.nc,var_is_empty
5904859/SD5904859_098.nc,var_is_empty
5904859/SD5904859_099.nc,var_is_empty
5904859/SD5904859_100.nc,var_is_empty
5904859/SD5904859_101.nc,var_is_empty
5904859/SD5904859_102.nc,var_is_empty
5904859/SD5904859_103.nc,var_is_empty
5904859/SD5904859_104.nc,var_is_empty
5904859/SD5904859_105.nc,var_is_empty
5904859/SD5904859_106.nc,var_is_empty
5904859/SD5904859_107.nc,var_is_empty
5904859/SD5904859_108.nc,var_is_empty
5904859/SD5904859_115.nc,var_is_empty
5904859/SD5904859_116.nc,var_is_empty
5904859/SD5904859_117.nc,var_is_empty
5904859/SD5904859_119.nc,var_is_empty
5904859/SD5904859_120.nc,var_is_empty
5904859/SD5904859_121.nc,var_is_empty
5904859/SD5904859_122.nc,var_is_empty
5904859/SD5904859_123.nc,var_is_empty
5904859/SD5904859_124.nc,var_is_empty
5904859/SD5904859_125.nc,var_is_empty
5904859/SD5904859_126.nc,var_is_empty
5904859/SD5904859_127.nc,var_is_empty
5904859/SD5904859_128.nc,var_is_empty
5904859/SD5904859_129.nc,var_is_empty
5904859/SD5904859_130.nc,var_is_empty
5904859/SD5904859_131.nc,var_is_empty
5904859/SD5904859_132.nc,var_is_empty
5904859/SD5904859_133.nc,var_is_empty
5904859/SD5904859_134.nc,var_is_empty
5904859/SD5904859_135.nc,var_is_empty
5904859/SD5904859_136.nc,var_is_empty
5904859/SD5904859_147.nc,var_is_empty
5904859/SD5904859_148.nc,var_is_empty
5904859/SD5904859_149.nc,var_is_empty
5904859/SD5904859_150.nc,var_is_empty
5904859/SD5904859_151.nc,var_is_empty
5904859/SD5904859_152.nc,var_is_empty
5904859/SD5904859_153.nc,var_is_empty
5904859/SD5904859_154.nc,var_is_empty
5904859/SD5904859_155.nc,var_is_empty
5904859/SD5904859_156.nc,var_is_empty
5904859/SD5904859_157.nc,var_is_empty
5904859/SD5904859_158.nc,var_is_empty
5904859/SD5904859_159.nc,var_is_empty
5904859/SD5904859_160.nc,var_is_empty
5904859/SD5904859_161.nc,var_is_empty
5904859/SD5904859_162.nc,var_is_empty
5904859/SD5904859_163.nc,var_is_empty
5904859/SD5904859_164.nc,var_is_empty
5904859/SD5904859_166.nc,var_is_empty
5904859/SD5904859_167.nc,var_is_empty
5904859/SD5904859_168.nc,var_is_empty
5904859/SD5904859_169.nc,var_is_empty
5904859/SD5904859_170.nc,var_is_empty
5904859/SD5904859_171.nc,var_is_empty
5904859/SD5904859_187.nc,var_is_empty
6901491/SD6901491_001.nc,No_nitrate_in_available_params
6901491/SD6901491_002.nc,No_nitrate_in_available_params
6901491/SD6901491_003.nc,No_nitrate_in_available_params
6901491/SD6901491_004.nc,No_nitrate_in_available_params
6901491/SD6901491_005.nc,No_nitrate_in_available_params
6901491/SD6901491_006.nc,No_nitrate_in_available_params
6901491/SD6901491_007.nc,No_nitrate_in_available_params
6901491/SD6901491_008.nc,No_nitrate_in_available_params
6901491/SD6901491_009.nc,No_nitrate_in_available_params
6901491/SD6901491_010.nc,No_nitrate_in_available_params
6901491/SD6901491_011.nc,No_nitrate_in_available_params
6901491/SD6901491_012.nc,No_nitrate_in_available_params
6901491/SD6901491_013.nc,No_nitrate_in_available_params
6901491/SD6901491_014.nc,No_nitrate_in_available_params
6901491/SD6901491_015.nc,No_nitrate_in_available_params
6901491/SD6901491_016.nc,No_nitrate_in_available_params
6901491/SD6901491_017.nc,No_nitrate_in_available_params
6901491/SD6901491_018.nc,No_nitrate_in_available_params
6901491/SD6901491_019.nc,No_nitrate_in_available_params
6901491/SD6901491_020.nc,No_nitrate_in_available_params
6901491/SD6901491_021.nc,No_nitrate_in_available_params
6901491/SD6901491_022.nc,No_nitrate_in_available_params
6901491/SD6901491_023.nc,No_nitrate_in_available_params
6901491/SD6901491_024.nc,No_nitrate_in_available_params
6901491/SD6901491_025.nc,No_nitrate_in_available_params
6901491/SD6901491_026.nc,No_nitrate_in_available_params
6901491/SD6901491_027.nc,No_nitrate_in_available_params
6901491/SD6901491_028.nc,No_nitrate_in_available_params
6901491/SD6901491_029.nc,No_nitrate_in_available_params
6901491/SD6901491_030.nc,No_nitrate_in_available_params
6901491/SD6901491_031.nc,No_nitrate_in_available_params
6901491/SD6901491_032.nc,No_nitrate_in_available_params
6901491/SD6901491_033.nc,No_nitrate_in_available_params
6901491/SD6901491_034.nc,No_nitrate_in_available_params
6901491/SD6901491_035.nc,No_nitrate_in_available_params
6901491/SD6901491_036.nc,No_nitrate_in_available_params
6901491/SD6901491_037.nc,No_nitrate_in_available_params
6901491/SD6901491_038.nc,No_nitrate_in_available_params
6901491/SD6901491_039.nc,No_nitrate_in_available_params
6901491/SD6901491_040.nc,No_nitrate_in_available_params
6901491/SD6901491_041.nc,No_nitrate_in_available_params
6901491/SD6901491_042.nc,No_nitrate_in_available_params
6901491/SD6901491_043.nc,No_nitrate_in_available_params
6901491/SD6901491_044.nc,No_nitrate_in_available_params
6901491/SD6901491_045.nc,No_nitrate_in_available_params
6901491/SD6901491_046.nc,No_nitrate_in_available_params
6901491/SD6901491_047.nc,No_nitrate_in_available_params
6901491/SD6901491_048.nc,No_nitrate_in_available_params
6901491/SD6901491_049.nc,No_nitrate_in_available_params
6901491/SD6901491_051.nc,No_nitrate_in_available_params
6901491/SD6901491_052.nc,No_nitrate_in_available_params
6901491/SD6901491_053.nc,No_nitrate_in_available_params
6901491/SD6901491_054.nc,No_nitrate_in_available_params
6901491/SD6901491_055.nc,No_nitrate_in_available_params
6901491/SD6901491_056.nc,No_nitrate_in_available_params
6901491/SD6901491_057.nc,No_nitrate_in_available_params
6901491/SD6901491_058.nc,No_nitrate_in_available_params
6901491/SD6901491_059.nc,No_nitrate_in_available_params
6901491/SD6901491_060.nc,No_nitrate_in_available_params
6901491/SD6901491_061.nc,No_nitrate_in_available_params
6901491/SD6901491_062.nc,No_nitrate_in_available_params
6901491/SD6901491_063.nc,No_nitrate_in_available_params
6901491/SD6901491_064.nc,No_nitrate_in_available_params
6901491/SD6901491_065.nc,No_nitrate_in_available_params
6901491/SD6901491_066.nc,No_nitrate_in_available_params
6901491/SD6901491_067.nc,No_nitrate_in_available_params
6901491/SD6901491_068.nc,No_nitrate_in_available_params
6901491/SD6901491_069.nc,No_nitrate_in_available_params
6901491/SD6901491_070.nc,No_nitrate_in_available_params
6901491/SD6901491_071.nc,No_nitrate_in_available_params
6901491/SD6901491_072.nc,No_nitrate_in_available_params
